,state,District,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,person,Male,Female,growthinpopulation,rural,urban,STPop,Personlit_rate,Mlit_Rate,Flit_Rate,Totalworkers,Mainworkers,Marginal workers,Nonworkers,Religion1,religion1 population,Religion2,Religion2 Population,religion3name,religion3poulation,inhabitadevillages,drinkingwater,electricity,primary school,Medical facility
342,rajasthan,ajmer,2002.0,48,63,27,0,27,124,124,0,23,65,0,285,0,2181670,1129920,1051750,26.1,1306994,931.0,52634,64.65,79.37,48.86,856809,690818,165991,1324861,1.Hindus,1869044,2.Muslims,244341,3.Jains,47812,1025.0,1025.0,966.0,970.0,352
343,rajasthan,alwar,2002.0,82,96,44,0,44,121,89,32,42,115,1,250,0,2992592,1586752,1405840,30.23,2557653,886.0,239905,61.74,78.09,43.28,1458686,947587,511099,1533906,1.Hindus,2535155,2.Muslims,383204,3.Sikhs,55530,1954.0,1954.0,1843.0,1811.0,553
344,rajasthan,banswara,2002.0,40,26,74,0,74,55,50,5,10,92,1,85,0,1501589,760686,740903,29.84,1394226,974.0,1085272,44.63,60.45,28.43,709412,529393,180019,792177,1.Hindus,1425287,2.Muslims,39079,3.Jains,18406,1476.0,1476.0,853.0,1348.0,450
345,rajasthan,barmer,2002.0,18,28,24,0,24,25,16,9,8,83,0,66,0,1964835,1038247,926588,36.83,1819431,892.0,118688,58.99,72.76,43.45,919729,680208,239521,1045106,1.Hindus,1695047,2.Muslims,231918,3.Jains,35744,1933.0,1933.0,948.0,1777.0,433
346,rajasthan,bharatpur,2002.0,87,81,59,0,59,109,79,30,27,29,0,227,0,2101142,1133425,967717,27.05,1692182,854.0,47077,63.57,80.54,43.56,852913,573547,279366,1248229,1.Hindus,1804599,2.Muslims,264709,3.Sikhs,23472,1366.0,1365.0,1238.0,1298.0,481
347,rajasthan,bhilwara,2002.0,30,46,46,0,46,196,164,32,4,134,6,339,0,2013789,1026650,987139,26.14,1598938,962.0,180556,50.74,67.39,33.48,939848,764916,174932,1073941,1.Hindus,1859972,2.Muslims,112802,3.Jains,37659,1693.0,1693.0,1553.0,1516.0,473
348,rajasthan,bikaner,2002.0,40,90,24,0,24,21,21,0,13,34,0,142,0,1674271,886075,788196,38.18,1079235,890.0,5945,56.91,70.05,42.03,661457,522482,138975,1012814,1.Hindus,1445088,2.Muslims,172372,3.Jains,31235,712.0,686.0,485.0,611.0,173
349,rajasthan,bundi,2002.0,21,95,38,0,38,109,83,26,7,151,3,225,0,962620,504818,457802,24.8,783058,907.0,194851,55.57,71.68,37.79,456937,305977,150960,505683,1.Hindus,881956,2.Muslims,56220,3.Jains,13186,839.0,838.0,733.0,764.0,178
350,rajasthan,churu,2002.0,26,48,22,0,22,31,14,17,8,50,0,163,0,1923878,987781,936097,24.6,1387682,948.0,10063,66.81,79.69,53.35,853899,587431,266468,1069979,1.Hindus,1698106,2.Muslims,210446,3.Jains,13882,946.0,925.0,877.0,909.0,423
351,rajasthan,dungarpur,2002.0,24,16,21,0,21,43,40,3,4,58,1,42,0,1107643,547791,559852,26.58,1026787,1022.0,721487,48.57,66.04,31.77,531376,272283,259093,576267,1.Hindus,1068319,2.Muslims,23549,3.Jains,12542,854.0,853.0,723.0,819.0,368
352,rajasthan,ganganagar,2002.0,63,94,54,0,54,60,52,8,19,100,1,391,0,1789423,955378,834045,27.53,1336066,873.0,14744,64.74,75.53,52.44,719792,552559,167233,1069631,1.Hindus,1299812,2.Sikhs,441409,3.Muslims,42442,2830.0,2820.0,1817.0,1653.0,654
353,rajasthan,jaipur,2002.0,85,116,57,0,57,256,221,35,32,187,0,517,0,5251071,2768203,2482868,35.1,2659004,897.0,412864,69.9,82.8,55.52,1864055,1584361,279694,3387016,1.Hindus,4629461,2.Muslims,515124,3.Jains,73631,2077.0,2077.0,1962.0,1863.0,622
354,rajasthan,jaisalmer,2002.0,7,0,3,0,3,5,4,1,5,13,0,17,0,508247,279101,229146,47.45,431853,821.0,27834,50.97,66.26,32.05,211687,153139,58548,296560,1.Hindus,383638,2.Muslims,120174,3.Sikhs,2086,600.0,576.0,183.0,473.0,144
355,rajasthan,jhalawar,2002.0,44,71,61,0,61,82,60,22,7,150,11,210,0,1180323,612804,567519,23.34,1012081,926.0,141861,57.32,73.31,40.02,554781,399386,155395,625542,1.Hindus,1087934,2.Muslims,78962,3.Jains,11759,1477.0,1476.0,1185.0,1173.0,214
356,rajasthan,jodhpur,2002.0,38,69,33,0,33,104,76,28,17,157,5,267,0,2886505,1513890,1372615,33.77,1909423,907.0,79540,56.67,72.96,38.64,1105009,829721,275288,1781496,1.Hindus,2528049,2.Muslims,310114,3.Jains,36694,1058.0,1058.0,911.0,983.0,462
357,rajasthan,kota,2002.0,56,374,37,0,37,160,132,28,6,154,3,319,0,1568525,827128,741397,28.52,729948,896.0,151969,73.53,85.23,60.43,541362,420734,120628,1027163,1.Hindus,1344633,2.Muslims,183716,3.Jains,23259,812.0,811.0,736.0,715.0,225
358,rajasthan,nagaur,2002.0,43,30,39,0,39,61,28,33,14,78,0,153,0,2775058,1424967,1350091,29.33,2297721,947.0,6497,57.28,74.1,39.67,1129514,844039,285475,1645544,1.Hindus,2399173,2.Muslims,356405,3.Jains,17478,1480.0,1466.0,1417.0,1417.0,580
359,rajasthan,pali,2002.0,32,74,25,0,25,74,59,15,14,116,3,205,0,1820251,918856,901395,22.39,1429364,981.0,105814,54.39,72.2,36.48,724883,518158,206725,1095368,1.Hindus,1677038,2.Muslims,114088,3.Jains,25599,936.0,936.0,883.0,906.0,451
360,rajasthan,sikar,2002.0,41,29,13,0,13,52,27,25,10,42,0,116,0,2287788,1172753,1115035,24.11,1815250,951.0,62512,70.47,84.34,56.11,887915,633421,254494,1399873,1.Hindus,2019396,2.Muslims,261714,3.Jains,4957,986.0,985.0,965.0,945.0,470
361,rajasthan,sirohi,2002.0,28,26,9,0,9,44,37,7,3,33,0,83,0,851107,437949,413158,30.08,700217,943.0,210763,53.94,69.89,37.15,343905,245762,98143,507202,1.Hindus,810765,2.Muslims,25439,3.Jains,12427,455.0,454.0,399.0,423.0,201
362,rajasthan,tonk,2002.0,22,26,18,0,18,90,72,18,1,45,3,169,0,1211671,626436,585235,24.24,958503,934.0,145891,51.97,70.52,32.15,532682,425230,107452,678989,1.Hindus,1062365,2.Muslims,124440,3.Jains,23644,1032.0,1031.0,818.0,887.0,246
363,rajasthan,udaipur,2002.0,65,79,39,0,39,112,75,37,12,71,0,95,0,2633312,1336004,1297308,27.37,2142995,971.0,1260432,58.62,73.62,43.26,1100880,724120,376760,1532432,1.Hindus,2449773,2.Muslims,88262,3.Jains,83699,2339.0,2337.0,1647.0,2030.0,619
364,sikkim,east,2002.0,6,1,3,0,3,5,2,3,0,9,0,2,0,245040,132917,112123,37.17,192188,844.0,45321,74.67,81.2,66.8,116529,92577,23952,128511,1.Hindus,157321,2.Buddhists,64729,3.Christians,14502,131.0,131.0,125.0,112.0,100
365,sikkim,north,2002.0,1,0,0,0,0,1,0,1,0,2,0,0,0,41030,23414,17616,31.32,39782,752.0,21772,67.21,75.69,55.39,23542,17553,5989,17488,1.Buddhists,22603,2.Hindus,16128,3.Christians,1623,53.0,53.0,46.0,42.0,44
366,sikkim,south,2002.0,2,2,1,0,1,1,0,1,0,3,0,1,0,131525,68241,63284,33.37,127579,927.0,20483,67.31,74.29,59.72,69693,57367,12326,61832,1.Hindus,84213,2.Buddhists,31109,3.Christians,12757,145.0,145.0,142.0,131.0,99
367,sikkim,west,2002.0,4,2,2,0,2,2,0,2,0,3,0,0,0,123256,63912,59344,25.48,121432,929.0,23829,58.8,66.82,50.11,53279,45407,7872,69977,1.Hindus,71886,2.Buddhists,33601,3.Others,9567,121.0,121.0,115.0,107.0,86
368,tripura,dhalai,2002.0,29,7,6,0,6,33,20,13,2,11,0,9,0,307868,159095,148773,10.79,289001,935.0,166326,60.93,70.17,50.99,126761,92570,34191,181107,1.Hindus,257834,2.Buddhists,28180,3.Christians,14848,148.0,148.0,108.0,138.0,58
369,chandigarh,chandigarh,2002.0,31,35,18,0,18,54,47,7,1,36,28,56,0,900635,506938,393697,40.33,92120,777.0,-,81.94,86.14,76.47,340422,328989,11433,560213,1.Hindus,707978,2.Sikhs,145175,3.Muslims,35548,23.0,23.0,23.0,18.0,18
370,assam,barpeta,2003.0,46,9,61,0,61,76,56,20,6,15,0,112,0,1647201,848578,798623,18.53,1520333,941.0,123266,56.24,64.83,47.07,517088,408537,108551,1130113,1.Hindus,977943,2.Muslims,662066,3.Christians,5267,1050.0,1050.0,775.0,967.0,430
371,assam,bongaigaon,2003.0,27,9,27,0,27,46,40,6,6,10,0,61,0,904835,465240,439595,12.23,795053,945.0,110696,59.33,67.67,50.44,293243,233087,60156,611592,1.Hindus,535464,2.Muslims,348573,3.Christians,18728,881.0,881.0,607.0,805.0,112
372,assam,cachar,2003.0,68,35,70,0,70,120,95,25,3,118,0,229,0,1444921,743042,701879,18.66,1243534,945.0,18631,67.82,75.73,59.41,465734,364814,100920,979187,1.Hindus,886761,2.Muslims,522051,3.Christians,31306,1020.0,1020.0,741.0,902.0,134
373,assam,darrang,2003.0,73,21,53,0,53,83,63,20,7,93,0,48,0,1504320,773861,730459,15.79,1429492,944.0,249861,55.44,63.91,46.4,527993,404428,123565,976327,1.Hindus,868532,2.Muslims,534658,3.Christians,97306,1319.0,1319.0,1032.0,1246.0,356
374,assam,dhemaji,2003.0,20,18,43,0,43,25,10,15,0,14,0,44,0,571944,294643,277301,18.93,533112,941.0,270496,64.48,74.41,53.86,250146,155431,94715,321798,1.Hindus,548780,2.Muslims,10533,3.Christians,6390,1236.0,1236.0,253.0,1068.0,83
375,assam,dhubri,2003.0,64,20,68,0,68,62,51,11,6,87,0,151,0,1637344,841044,796300,23.42,1444901,947.0,32523,48.21,55.91,40.04,470360,399201,71159,1166984,1.Hindus,1216455,2.Muslims,405065,3.Christians,12477,1261.0,1261.0,904.0,1138.0,374
376,assam,dibrugarh,2003.0,107,33,38,0,38,54,39,15,0,28,0,28,0,1185072,613555,571517,12.43,956634,931.0,88337,68.96,77.3,59.95,472419,342708,129711,712653,1.Hindus,1075878,2.Muslims,53306,3.Christians,45040,1309.0,1309.0,1195.0,1169.0,263
377,assam,goalpara,2003.0,30,23,60,0,60,51,47,4,2,36,0,152,0,822035,420251,401784,23.07,755133,956.0,131800,58.03,64.86,50.85,273925,209928,63997,548110,1.Hindus,441516,2.Muslims,314157,3.Christians,64662,761.0,761.0,689.0,723.0,243
378,assam,golaghat,2003.0,55,16,67,0,67,73,60,13,0,26,0,58,0,946279,490286,455993,14.21,865141,930.0,93920,69.38,77.14,60.99,388640,269896,118744,557639,1.Hindus,813263,2.Muslims,74808,3.Christians,52277,1066.0,1066.0,595.0,769.0,87
379,assam,hailakandi,2003.0,25,18,27,0,27,43,35,8,2,29,2,30,0,542872,280513,262359,20.92,498787,935.0,821,59.64,68.24,50.46,179881,138216,41665,362991,1.Hindus,312849,2.Muslims,223191,3.Christians,5424,327.0,327.0,268.0,308.0,110
380,assam,jorhat,2003.0,46,7,40,0,40,28,28,0,0,26,0,23,0,999221,517015,482206,15.84,827901,933.0,123134,76.34,83.62,68.49,414348,285092,129256,584873,1.Hindus,927858,2.Muslims,47658,3.Christians,18610,787.0,787.0,650.0,717.0,215
381,assam,kamrup,2003.0,24,18,48,0,48,51,23,28,0,6,0,10,0,2522324,1326981,1195343,25.75,1614107,901.0,250393,74.16,81.16,66.31,842253,697810,144443,1680071,1.Hindus,1836153,2.Muslims,625002,3.Christians,44257,1342.0,1342.0,1042.0,1190.0,468
382,assam,karimganj,2003.0,31,19,29,0,29,47,40,7,5,4,0,84,0,1007976,517680,490296,21.35,934126,947.0,2901,66.24,74.69,57.28,303294,235016,68278,704682,1.Hindus,527214,2.Muslims,470708,3.Christians,8746,915.0,915.0,639.0,865.0,224
383,assam,kokrajhar,2003.0,46,23,22,0,22,40,31,9,2,28,0,37,0,905764,466191,439573,15.05,841823,943.0,304985,51.63,60.32,42.4,334849,234771,100078,570915,1.Hindus,594168,2.Muslims,184441,3.Christians,124270,951.0,951.0,704.0,906.0,211
384,assam,lakhimpur,2003.0,31,19,76,0,76,80,77,3,0,44,0,108,0,889010,455691,433319,18.34,823857,951.0,208864,68.56,77.06,59.59,497745,288052,209693,391265,1.Hindus,702881,2.Muslims,143505,3.Christians,36667,1139.0,1139.0,680.0,1046.0,211
385,assam,nagaon,2003.0,75,51,105,0,105,169,159,10,7,107,4,181,0,2314629,1190950,1123679,22.3,2036342,944.0,89394,61.73,68.27,54.74,727641,566195,161446,1586988,1.Hindus,1180267,2.Muslims,1106354,3.Christians,21473,1375.0,1374.0,1190.0,1257.0,480
386,assam,nalbari,2003.0,35,32,33,0,33,64,43,21,0,18,0,23,0,1148824,592375,556449,11.98,1121338,939.0,202577,67.23,76.56,57.26,383932,291665,92267,764892,1.Hindus,873749,2.Muslims,253842,3.Christians,18495,798.0,798.0,733.0,769.0,179
387,assam,sibsagar,2003.0,55,26,38,0,38,76,76,0,4,15,0,74,0,1051736,545476,506260,15.95,954557,928.0,41533,74.47,81.53,66.81,430523,287319,143204,621213,1.Hindus,927706,2.Muslims,85761,3.Christians,28488,866.0,866.0,772.0,825.0,317
388,assam,sonitpur,2003.0,98,27,64,0,64,90,90,0,3,56,0,146,0,1681513,871568,809945,17.8,1505719,929.0,195083,59.0,67.54,49.73,634723,465283,169440,1046790,1.Hindus,1287646,2.Muslims,268078,3.Christians,115623,1784.0,1784.0,1331.0,1372.0,235
389,assam,tinsukia,2003.0,79,3,32,0,32,33,33,0,2,14,0,23,0,1150062,601099,548963,19.52,926105,913.0,67234,60.95,70.15,50.78,466351,349847,116504,683711,1.Hindus,1029142,2.Muslims,62403,3.Christians,40000,1107.0,1107.0,871.0,936.0,198
390,bihar,araria,2003.0,49,26,38,0,38,56,17,39,13,3,0,24,0,2158608,1128105,1030503,31.84,2026257,913.0,29423,35.01,46.38,22.37,853445,657446,195999,1305163,1.Hindus,1263766,2.Muslims,887972,3.Jains,2504,713.0,713.0,129.0,552.0,60
391,bihar,aurangabad,2003.0,84,52,18,0,18,26,6,20,25,6,0,19,0,2013055,1040945,972110,30.19,1842998,934.0,1640,57.03,71.13,41.9,671011,476390,194621,1342044,1.Hindus,1814612,2.Muslims,196030,3.Religion not stated,1161,1739.0,1739.0,527.0,1148.0,270
392,bihar,begusarai,2003.0,145,53,19,0,19,96,28,68,29,0,0,34,0,2349366,1228874,1120492,29.11,2241743,912.0,1505,47.98,59.13,35.64,746075,571564,174511,1603291,1.Hindus,2033039,2.Muslims,313713,3.Religion not stated,1224,729.0,729.0,457.0,503.0,167
393,bihar,bhagalpur,2003.0,97,189,45,0,45,98,57,41,13,33,0,107,0,2423172,1291658,1131514,27.24,1970745,876.0,55545,49.5,59.22,38.13,855345,580731,274614,1567827,1.Hindus,1990976,2.Muslims,423246,3.Christians,1853,935.0,935.0,445.0,642.0,229
394,bihar,bhojpur,2003.0,125,46,12,0,12,48,1,47,24,14,0,75,0,2243144,1179611,1063533,24.58,1930730,902.0,8337,58.96,74.29,41.8,653811,491916,161895,1589333,1.Hindus,2076589,2.Muslims,163193,3.Religion not stated,913,999.0,999.0,247.0,885.0,133
395,bihar,darbhanga,2003.0,68,58,77,0,77,61,20,41,19,10,0,95,0,3295789,1722189,1573600,30.85,3028441,914.0,841,44.33,56.72,30.78,1028558,761464,267094,2267231,1.Hindus,2543284,2.Muslims,748971,3.Religion not stated,2245,1083.0,1083.0,490.0,850.0,271
396,bihar,gaya,2003.0,230,56,27,0,27,69,32,37,37,40,0,46,0,3473428,1792163,1681265,30.19,2997479,938.0,2945,50.45,63.27,36.66,1277639,994459,283180,2195789,1.Hindus,3063841,2.Muslims,403439,3.Religion not stated,1622,2680.0,2680.0,539.0,1635.0,278
397,bihar,gopalganj,2003.0,65,78,12,0,12,34,13,21,14,0,6,34,0,2152638,1075710,1076928,26.11,2022048,1001.0,6157,47.48,62.96,32.16,641672,466811,174861,1510966,1.Hindus,1784275,2.Muslims,367219,3.Religion not stated,850,1383.0,1383.0,439.0,866.0,261
398,bihar,jehanabad,2003.0,64,101,9,0,9,40,5,35,16,0,0,34,0,1514315,784946,729369,28.64,1402703,929.0,1313,55.26,70.07,39.37,580905,422789,158116,933410,1.Hindus,1389053,2.Muslims,124149,3.Religion not stated,743,856.0,856.0,219.0,672.0,123
399,bihar,katihar,2003.0,78,35,92,0,92,68,42,26,9,9,0,60,0,2392638,1246872,1145766,30.91,2174361,919.0,140418,35.09,45.31,23.8,898326,664259,234067,1494312,1.Hindus,1363523,2.Muslims,1017495,3.Christians,4994,1290.0,1290.0,277.0,785.0,248
400,bihar,khagaria,2003.0,62,70,16,0,16,77,0,77,6,9,0,22,0,1280354,679267,601087,29.32,1204027,885.0,332,41.35,51.82,29.35,467240,333262,133978,813114,1.Hindus,1147346,2.Muslims,131441,3.Others,546,241.0,241.0,114.0,220.0,124
401,bihar,kishanganj,2003.0,27,4,17,0,17,39,38,1,5,2,0,20,0,1296348,669552,626796,31.5,1167340,936.0,47116,31.09,42.71,18.63,417151,359819,57332,879197,1.Muslims,876105,2.Hindus,412995,3.Christians,2856,730.0,730.0,116.0,442.0,120
402,bihar,madhepura,2003.0,62,14,8,0,8,24,5,19,6,2,0,8,0,1526646,797180,729466,29.45,1458679,915.0,9295,36.07,48.8,22.11,683976,498367,185609,842670,1.Hindus,1351978,2.Muslims,173605,3.Religion not stated,494,384.0,384.0,168.0,311.0,141
403,bihar,madhubani,2003.0,78,172,38,0,38,62,29,33,20,112,0,262,0,3575281,1840997,1734284,26.08,3450736,942.0,1260,41.97,56.79,26.25,1227723,877412,350311,2347558,1.Hindus,2930501,2.Muslims,641579,3.Religion not stated,1477,1034.0,1034.0,437.0,901.0,232
404,bihar,munger,2003.0,80,28,7,0,7,47,7,40,6,16,0,63,0,1137797,607730,530067,20.34,819950,872.0,18060,59.47,69.89,47.4,331451,233688,97763,806346,1.Hindus,1045233,2.Muslims,89791,3.Christians,1135,525.0,525.0,321.0,382.0,149
405,bihar,muzaffarpur,2003.0,120,30,59,0,59,160,20,140,63,27,0,98,0,3746714,1951466,1795248,26.74,3398361,920.0,3472,47.95,59.1,35.81,1139830,895830,244000,2606884,1.Hindus,3168225,2.Muslims,573951,3.Religion not stated,2104,1725.0,1725.0,1021.0,1423.0,526
406,bihar,nalanda,2003.0,171,139,21,0,21,58,18,40,49,39,0,64,1,2370528,1238599,1131929,18.64,2016899,914.0,970,53.19,66.44,38.58,903144,700007,203137,1467384,1.Hindus,2191552,2.Muslims,176871,3.Religion not stated,888,1000.0,1000.0,366.0,879.0,198
407,bihar,patna,2003.0,484,680,34,0,34,220,15,205,85,49,0,127,0,4718592,2519942,2198650,30.17,2757060,873.0,9236,62.92,73.34,50.83,1425647,1161984,263663,3292945,1.Hindus,4333556,2.Muslims,366164,3.Christians,8951,1288.0,1288.0,615.0,1199.0,390
408,bihar,rohtas,2003.0,157,218,15,0,15,87,36,51,28,30,0,52,0,2450748,1283485,1167263,27.71,2123942,909.0,25663,61.29,75.31,45.71,744183,544731,199452,1706565,1.Hindus,2199049,2.Muslims,246760,3.Sikhs,2549,1710.0,1710.0,493.0,1185.0,153
409,bihar,saharsa,2003.0,47,69,11,0,11,25,11,14,13,14,0,3,0,1508182,789432,718750,33.03,1383015,910.0,4642,39.08,51.66,25.27,589467,411566,177901,918715,1.Hindus,1289364,2.Muslims,217922,3.Christians,437,441.0,441.0,127.0,374.0,63
410,bihar,samastipur,2003.0,136,121,20,0,20,80,8,72,18,11,2,34,25,3394793,1760692,1634101,25.63,3271338,928.0,3362,45.13,57.59,31.67,1071974,843356,228618,2322819,1.Hindus,3035755,2.Muslims,355897,3.Religion not stated,1432,1122.0,1122.0,674.0,878.0,195
411,bihar,saran,2003.0,115,154,32,0,32,95,49,46,65,17,1,82,0,3248701,1652661,1596040,26.37,2950064,966.0,6667,51.8,67.3,35.82,860940,644618,216322,2387761,1.Hindus,2909213,2.Muslims,337767,3.Religion not stated,758,1566.0,1566.0,544.0,1213.0,342
412,bihar,sitamarhi,2003.0,51,16,37,0,37,82,24,58,27,6,0,39,4,2682720,1417611,1265109,32.58,2529407,892.0,1786,38.46,49.36,26.13,855156,714136,141020,1827564,1.Hindus,2111476,2.Muslims,568992,3.Religion not stated,1237,802.0,802.0,302.0,709.0,216
413,bihar,siwan,2003.0,86,160,13,0,13,62,22,40,32,36,0,54,0,2714349,1336283,1378066,24.78,2564860,1031.0,13822,51.65,67.26,36.88,730437,511578,218859,1983912,1.Hindus,2218632,2.Muslims,494176,3.Religion not stated,899,1438.0,1438.0,441.0,1119.0,254
414,bihar,vaishali,2003.0,118,207,29,0,29,85,40,45,69,22,0,65,5,2718421,1415603,1302818,26.39,2531766,920.0,3068,50.49,63.23,36.58,782717,624452,158265,1935704,1.Hindus,2457636,2.Muslims,259158,3.Religion not stated,922,1414.0,1414.0,970.0,929.0,154
415,chhattisgarh,bilaspur,2003.0,95,55,49,0,49,12,12,0,18,165,3,87,0,1998355,1013875,984480,17.59,1511661,971.0,397104,63.51,78.43,48.17,857577,630504,227073,1140778,1.Hindus,1904580,2.Muslims,45342,3.Others,19325,1579.0,1545.0,1494.0,1426.0,452
416,chhattisgarh,durg,2003.0,58,50,117,0,117,21,17,4,13,229,31,118,0,2810436,1417893,1392543,16.88,1738127,982.0,348801,75.62,86.43,64.64,1162833,965624,197209,1647603,1.Hindus,2654202,2.Muslims,70398,3.Sikhs,23399,1776.0,1762.0,1737.0,1698.0,669
417,chhattisgarh,raigarh,2003.0,46,27,36,0,36,15,15,0,2,94,6,32,0,1265529,634597,630932,18.68,1096073,994.0,447703,70.16,82.7,57.62,601564,430725,170839,663965,1.Hindus,1212180,2.Christians,36098,3.Muslims,12637,1433.0,1410.0,1385.0,1350.0,279
418,chhattisgarh,raipur,2003.0,77,53,126,0,126,41,33,8,15,185,15,116,0,3016930,1523925,1493005,18.97,2099312,980.0,365273,68.51,81.97,54.81,1264663,961507,303156,1752267,1.Hindus,2881933,2.Muslims,77963,3.Christians,16857,2124.0,2101.0,1955.0,1987.0,696
419,chhattisgarh,rajnandgaon,2003.0,36,26,60,0,60,8,6,2,13,67,2,28,0,1283224,634342,648882,17.7,1051577,1023.0,341688,77.21,87.17,67.55,649401,558996,90405,633823,1.Hindus,1215492,2.Buddhists,28020,3.Muslims,21035,1605.0,1595.0,1550.0,1484.0,343
420,gujarat,amreli,2003.0,19,11,6,0,6,28,28,0,0,24,1,98,0,1393918,701593,692325,6.45,1080960,987.0,3256,66.09,76.44,55.78,600819,470043,130776,793099,1.Hindus,1307460,2.Muslims,83077,3.Jains,2309,615.0,614.0,615.0,614.0,383
421,gujarat,anand,2003.0,28,21,5,0,5,36,32,4,0,24,3,130,0,1856872,972000,884872,13.03,1348901,910.0,22835,74.51,86.09,61.94,784711,617669,167042,1072161,1.Hindus,1616127,2.Muslims,199263,3.Christians,29461,350.0,350.0,350.0,350.0,301
422,gujarat,bharuch,2003.0,43,9,5,0,5,28,25,3,0,19,1,69,0,1370656,713676,656980,19.32,1018096,921.0,444043,74.41,82.98,65.11,570693,469551,101142,799963,1.Hindus,1059796,2.Muslims,293459,3.Christians,8824,657.0,657.0,656.0,644.0,403
423,gujarat,bhavnagar,2003.0,57,36,5,0,5,70,55,15,6,36,11,126,0,2469630,1274920,1194710,19.29,1534592,937.0,7298,66.2,78.02,53.73,944559,781166,163393,1525071,1.Hindus,2264062,2.Muslims,172740,3.Jains,28921,790.0,790.0,789.0,786.0,526
424,gujarat,gandhinagar,2003.0,23,12,0,0,0,34,28,6,2,25,2,113,0,1334455,697999,636456,23.88,867195,912.0,17681,76.59,87.74,64.58,554336,467413,86923,780119,1.Hindus,1269766,2.Muslims,50559,3.Jains,7769,291.0,291.0,291.0,290.0,244
425,gujarat,jamnagar,2003.0,34,19,10,0,10,27,21,6,0,20,0,150,0,1904278,981320,922958,22.39,1068022,941.0,10459,66.48,76.25,56.18,734382,624057,110325,1169896,1.Hindus,1605941,2.Muslims,270223,3.Jains,21907,698.0,695.0,666.0,666.0,286
426,gujarat,junagadh,2003.0,52,20,13,0,13,47,41,6,6,40,8,312,0,2448173,1252350,1195823,17.08,1736645,955.0,18832,67.78,78.74,56.43,1000842,785530,215312,1447331,1.Hindus,2165734,2.Muslims,274481,3.Jains,4291,923.0,922.0,901.0,858.0,803
427,gujarat,narmada,2003.0,13,1,4,0,4,3,3,0,0,4,0,7,0,514404,263986,250418,14.4,462298,949.0,401654,59.86,72.44,46.61,259116,176372,82744,255288,1.Hindus,482552,2.Muslims,20429,3.Christians,5122,552.0,552.0,530.0,515.0,324
428,gujarat,navsari,2003.0,26,7,2,0,2,10,9,1,0,6,0,15,0,1229463,628988,600475,13.22,893110,955.0,591164,75.83,82.77,68.61,545215,457002,88213,684248,1.Hindus,1135525,2.Muslims,69972,3.Jains,13575,374.0,374.0,374.0,368.0,268
429,gujarat,patan,2003.0,17,11,2,0,2,15,15,0,0,21,0,112,0,1182709,612100,570609,14.08,944281,932.0,12637,60.36,73.63,46.33,533078,395470,137608,649631,1.Hindus,1057013,2.Muslims,119748,3.Jains,5136,517.0,516.0,517.0,514.0,265
430,gujarat,porbandar,2003.0,8,6,1,0,1,7,5,2,0,7,1,44,0,536835,275821,261014,14.35,275460,946.0,6456,68.62,78.36,58.42,215134,173594,41540,321701,1.Hindus,507176,2.Muslims,28404,3.Jains,589,182.0,182.0,155.0,156.0,130
431,gujarat,surendranagar,2003.0,25,14,16,0,16,32,25,7,6,42,2,53,0,1515148,787650,727498,25.34,1112700,924.0,14338,61.61,74.19,48.1,647609,512038,135571,867539,1.Hindus,1392451,2.Muslims,97846,3.Jains,22721,650.0,649.0,650.0,648.0,170
432,gujarat,valsad,2003.0,31,7,5,0,5,13,10,3,0,7,0,37,0,1410553,734799,675754,29.66,1029392,920.0,772405,69.15,77.9,59.62,650257,503333,146924,760296,1.Hindus,1300005,2.Muslims,66440,3.Christians,15399,450.0,450.0,425.0,449.0,303
433,haryana,ambala,2003.0,26,16,10,0,10,26,24,2,7,17,31,129,0,1014411,542977,471434,25.69,657383,868.0,-,75.31,82.31,67.39,324521,275648,48873,689890,1.Hindus,856193,2.Sikhs,132463,3.Muslims,17263,482.0,482.0,479.0,432.0,204
434,haryana,bhiwani,2003.0,47,22,15,0,15,17,7,10,28,17,0,69,0,1425022,758253,666769,22.45,1154629,879.0,-,67.45,80.26,53.0,609320,425210,184110,815702,1.Hindus,1407363,2.Muslims,12740,3.Sikhs,2542,437.0,437.0,437.0,429.0,252
435,haryana,faridabad,2003.0,57,30,36,0,36,70,49,21,14,34,980,136,0,2194586,1193063,1001523,48.47,973242,839.0,-,70.03,81.52,56.31,785762,609663,176099,1408824,1.Hindus,1896698,2.Muslims,247293,3.Sikhs,36005,413.0,413.0,413.0,376.0,188
436,haryana,gurgaon,2003.0,62,33,32,0,32,44,37,7,13,17,26,101,0,1660289,886451,773838,44.64,1291285,873.0,-,62.91,76.17,47.78,629658,464644,165014,1030631,1.Hindus,1026542,2.Muslims,617918,3.Sikhs,6672,694.0,694.0,693.0,642.0,203
